property_id,city,property_type,bedrooms,bathrooms,square_feet,year_built,price,price_per_sqft,days_on_market
PROP-0347,Austin,Multi-Family,2,2.5,1424,2000,655000.0,459.97,4
PROP-0348,Phoenix,Townhouse,3,3.0,1882,1988,539000.0,286.4,24
PROP-0349,Denver,Single Family,3,3.8,2078,1997,782000.0,376.32,88
PROP-0350,Miami,Townhouse,1,1.2,678,1987,362000.0,533.92,40
PROP-0351,Denver,Townhouse,2,1.5,1314,2007,531000.0,404.11,62
PROP-0352,Denver,Single Family,2,2.0,1366,1999,599000.0,438.51,92
PROP-0353,Chicago,Townhouse,3,3.8,2172,2000,535000.0,246.32,109
PROP-0354,Denver,Single Family,1,1.0,500,1975,175000.0,350.0,48
PROP-0355,Denver,Condo,3,3.8,1351,2015,575000.0,425.61,61
PROP-0356,Seattle,Condo,2,2.5,1100,1992,511000.0,464.55,93
PROP-0357,Chicago,Multi-Family,3,3.8,1844,1998,620000.0,336.23,72
PROP-0358,Chicago,Townhouse,4,3.0,2958,1977,940000.0,317.78,58
PROP-0359,Phoenix,Condo,1,1.2,707,2018,246000.0,347.95,105
PROP-0360,Boston,Multi-Family,3,3.0,1821,2004,1152000.0,632.62,115
PROP-0361,Denver,Townhouse,5,6.2,3352,2005,1226000.0,365.75,75
PROP-0362,Austin,Townhouse,3,3.8,1942,1977,906000.0,466.53,95
PROP-0363,Seattle,Multi-Family,2,2.0,932,1976,503000.0,539.7,54
PROP-0364,Phoenix,Townhouse,2,1.5,1340,2002,473000.0,352.99,77
PROP-0365,Seattle,Single Family,4,5.0,2063,2005,961000.0,465.83,5
PROP-0366,Seattle,Multi-Family,2,2.0,1322,2002,560000.0,423.6,101
PROP-0367,Phoenix,Multi-Family,3,2.2,1635,2008,520000.0,318.04,74
PROP-0368,Phoenix,Condo,3,3.0,1742,2006,640000.0,367.39,86
PROP-0369,Seattle,Condo,4,5.0,2895,2020,1335000.0,461.14,34
PROP-0370,Phoenix,Condo,4,4.0,2558,1993,813000.0,317.83,100
PROP-0371,Seattle,Condo,4,4.0,2439,2022,1344000.0,551.05,24
PROP-0372,Denver,Townhouse,5,6.2,3082,2023,1092000.0,354.32,48
PROP-0373,Austin,Condo,3,3.8,2061,2015,911000.0,442.02,61
PROP-0374,Miami,Single Family,4,5.0,2877,1988,1659000.0,576.64,50
PROP-0375,Boston,Condo,3,2.2,1771,2009,1134000.0,640.32,64
PROP-0376,Seattle,Townhouse,3,3.8,1685,2004,956000.0,567.36,76
PROP-0377,Phoenix,Townhouse,2,2.0,1319,2017,369000.0,279.76,68
PROP-0378,Seattle,Single Family,2,1.5,1193,2022,657000.0,550.71,80
PROP-0379,Boston,Condo,3,3.0,1880,1992,998000.0,530.85,47
PROP-0380,Austin,Townhouse,1,0.8,647,1986,272000.0,420.4,5
PROP-0381,Boston,Single Family,2,2.5,1318,2007,819000.0,621.4,28
PROP-0382,Seattle,Single Family,4,3.0,1893,2022,840000.0,443.74,61
PROP-0383,Boston,Condo,4,4.0,2143,1999,1252000.0,584.23,14
PROP-0384,Phoenix,Single Family,2,2.5,1241,2013,392000.0,315.87,118
PROP-0385,Phoenix,Multi-Family,5,5.0,3306,1979,950000.0,287.36,70
PROP-0386,Miami,Multi-Family,3,3.8,1923,2010,1014000.0,527.3,97
PROP-0387,Miami,Condo,3,2.2,1717,1984,1027000.0,598.14,86
PROP-0388,Boston,Townhouse,3,3.0,1782,2011,1090000.0,611.67,112
PROP-0389,Chicago,Townhouse,5,5.0,2684,2013,747000.0,278.32,67
PROP-0390,Phoenix,Multi-Family,1,1.0,467,1985,157000.0,336.19,56
PROP-0391,Denver,Single Family,4,3.0,2714,1989,1021000.0,376.2,17
PROP-0392,Phoenix,Multi-Family,2,2.5,1380,1999,413000.0,299.28,109
PROP-0393,Boston,Condo,5,6.2,2608,1982,1342000.0,514.57,112
PROP-0394,Austin,Townhouse,3,3.8,1930,2003,718000.0,372.02,106
PROP-0395,Chicago,Townhouse,3,3.8,2023,2000,642000.0,317.35,5
PROP-0396,Miami,Condo,4,4.0,2308,1979,1135000.0,491.77,29
PROP-0397,Boston,Multi-Family,1,1.0,497,2015,247000.0,496.98,101
PROP-0398,Seattle,Single Family,2,2.0,1472,1981,678000.0,460.6,73
PROP-0399,Austin,Multi-Family,1,0.8,654,1984,303000.0,463.3,4
PROP-0400,Chicago,Townhouse,4,4.0,1803,2020,498000.0,276.21,10
PROP-0401,Miami,Single Family,2,1.5,918,2022,525000.0,571.9,31
PROP-0402,Boston,Single Family,1,1.2,726,1982,420000.0,578.51,4
PROP-0403,Seattle,Condo,1,0.8,712,2004,407000.0,571.63,89
PROP-0404,Boston,Multi-Family,3,2.2,1569,2007,852000.0,543.02,37
PROP-0405,Boston,Townhouse,2,2.0,1498,2006,749000.0,500.0,107
PROP-0406,Phoenix,Townhouse,3,3.0,1965,1991,678000.0,345.04,84
PROP-0407,Seattle,Single Family,4,4.0,1898,1998,799000.0,420.97,18
PROP-0408,Phoenix,Multi-Family,3,3.0,1644,1986,501000.0,304.74,32
PROP-0409,Phoenix,Condo,3,3.8,1751,1980,466000.0,266.13,111
PROP-0410,Seattle,Multi-Family,3,3.0,2216,2005,1162000.0,524.37,74
PROP-0411,Miami,Townhouse,1,1.0,559,2006,294000.0,525.94,120
PROP-0412,Boston,Multi-Family,3,3.0,1862,1977,959000.0,515.04,118
PROP-0413,Chicago,Condo,5,6.2,2734,1995,869000.0,317.85,62
PROP-0414,Phoenix,Townhouse,4,4.0,2518,2003,914000.0,362.99,110
PROP-0415,Austin,Townhouse,5,5.0,2257,1977,1007000.0,446.17,15
PROP-0416,Boston,Single Family,3,3.8,1476,1983,914000.0,619.24,49
PROP-0417,Miami,Multi-Family,2,1.5,1198,2015,576000.0,480.8,85
PROP-0418,Chicago,Condo,3,3.8,1388,2004,359000.0,258.65,51
PROP-0419,Chicago,Townhouse,4,5.0,2381,2005,732000.0,307.43,15
PROP-0420,Seattle,Townhouse,1,0.8,505,2009,278000.0,550.5,31
PROP-0421,Denver,Townhouse,4,3.0,2216,1981,772000.0,348.38,30
PROP-0422,Chicago,Condo,3,3.0,1483,2004,383000.0,258.26,109
PROP-0423,Denver,Townhouse,4,4.0,2834,2022,1095000.0,386.38,94
PROP-0424,Phoenix,Multi-Family,3,3.0,1910,1988,691000.0,361.78,90
PROP-0425,Denver,Single Family,3,3.0,2202,1977,929000.0,421.89,13
PROP-0426,Denver,Single Family,4,5.0,2931,1978,1032000.0,352.1,71
PROP-0427,Denver,Condo,2,1.5,1038,2000,369000.0,355.49,18
PROP-0428,Phoenix,Townhouse,2,2.0,1302,2010,436000.0,334.87,22
PROP-0429,Seattle,Condo,4,4.0,2329,1985,1003000.0,430.66,105
PROP-0430,Miami,Multi-Family,1,1.2,526,1977,235000.0,446.77,108
PROP-0431,Boston,Multi-Family,3,3.8,1490,1991,768000.0,515.44,96
PROP-0432,Chicago,Townhouse,5,5.0,2829,1990,768000.0,271.47,8
PROP-0433,Chicago,Multi-Family,4,4.0,1969,1979,536000.0,272.22,60
PROP-0434,Chicago,Multi-Family,2,2.5,1003,2009,269000.0,268.2,85
PROP-0435,Chicago,Single Family,3,2.2,2161,1991,653000.0,302.17,92
PROP-0436,Boston,Multi-Family,1,1.2,586,2022,308000.0,525.6,42
PROP-0437,Boston,Single Family,4,4.0,2656,2009,1285000.0,483.81,62
PROP-0438,Phoenix,Townhouse,3,3.8,1465,1983,393000.0,268.26,53
PROP-0439,Miami,Single Family,5,6.2,3664,1981,2103000.0,573.96,23
PROP-0440,Boston,Multi-Family,3,3.0,1682,2021,839000.0,498.81,29
PROP-0441,Phoenix,Single Family,5,6.2,2945,1992,1091000.0,370.46,40
PROP-0442,Austin,Multi-Family,2,1.5,1126,1988,504000.0,447.6,89
PROP-0443,Phoenix,Townhouse,5,3.8,3323,1997,1087000.0,327.11,8
PROP-0444,Boston,Townhouse,4,4.0,2924,1985,1638000.0,560.19,116
PROP-0445,Miami,Townhouse,3,2.2,1401,2021,820000.0,585.3,8
PROP-0446,Miami,Single Family,1,0.8,743,1992,329000.0,442.8,67
PROP-0447,Chicago,Condo,4,3.0,1974,1993,490000.0,248.23,92
PROP-0448,Miami,Multi-Family,3,3.0,1364,1977,618000.0,453.08,120
PROP-0449,Seattle,Multi-Family,1,1.2,542,1996,312000.0,575.65,21
PROP-0450,Phoenix,Townhouse,1,1.0,633,2000,171000.0,270.14,30
PROP-0451,Denver,Multi-Family,2,2.5,1102,1982,514000.0,466.42,89
PROP-0452,Seattle,Condo,2,2.0,1362,2015,645000.0,473.57,80
PROP-0453,Miami,Townhouse,3,3.0,1571,2013,929000.0,591.34,20
PROP-0454,Miami,Single Family,4,3.0,2094,2014,1038000.0,495.7,11
PROP-0455,Chicago,Multi-Family,4,4.0,2846,1995,818000.0,287.42,65
PROP-0456,Phoenix,Single Family,3,3.8,1599,1996,517000.0,323.33,117
PROP-0457,Boston,Multi-Family,2,2.5,1011,2012,637000.0,630.07,58
PROP-0458,Austin,Townhouse,2,2.5,1188,2002,504000.0,424.24,17
PROP-0459,Denver,Condo,1,1.0,603,1983,295000.0,489.22,104
PROP-0460,Denver,Townhouse,5,3.8,2748,2018,1211000.0,440.68,85
PROP-0461,Denver,Townhouse,3,3.0,1649,2008,612000.0,371.13,112
PROP-0462,Miami,Townhouse,4,5.0,1910,1999,1133000.0,593.19,46
PROP-0463,Seattle,Condo,4,3.0,2217,2021,1182000.0,533.15,102
PROP-0464,Austin,Condo,3,2.2,1824,1997,766000.0,419.96,59
PROP-0465,Miami,Single Family,4,5.0,2336,1992,1433000.0,613.44,74
PROP-0466,Austin,Multi-Family,3,3.8,2107,2023,758000.0,359.75,32
PROP-0467,Chicago,Condo,4,3.0,2700,1981,712000.0,263.7,120
PROP-0468,Miami,Townhouse,4,5.0,2897,2011,1776000.0,613.05,117
PROP-0469,Austin,Townhouse,4,5.0,2862,2003,963000.0,336.48,86
PROP-0470,Denver,Single Family,5,3.8,3509,1979,1699000.0,484.18,15
PROP-0471,Phoenix,Townhouse,3,2.2,1528,1995,404000.0,264.4,74
PROP-0472,Denver,Single Family,2,2.0,1339,2019,624000.0,466.02,47
PROP-0473,Boston,Condo,5,3.8,2639,1983,1383000.0,524.06,16
PROP-0474,Chicago,Townhouse,3,2.2,1459,2015,479000.0,328.31,15
PROP-0475,Austin,Townhouse,1,1.2,632,1983,240000.0,379.75,8
PROP-0476,Chicago,Multi-Family,4,4.0,2790,1977,765000.0,274.19,118
PROP-0477,Denver,Multi-Family,4,3.0,2854,2006,1215000.0,425.72,49
PROP-0478,Seattle,Condo,5,6.2,2826,2018,1351000.0,478.06,6
PROP-0479,Miami,Condo,3,3.0,1781,1976,888000.0,498.6,42
PROP-0480,Boston,Single Family,3,3.0,1595,2017,955000.0,598.75,35
PROP-0481,Phoenix,Single Family,4,4.0,1920,1984,563000.0,293.23,27
PROP-0482,Boston,Townhouse,3,2.2,1621,2011,778000.0,479.95,89
PROP-0483,Miami,Condo,2,2.0,1293,1994,627000.0,484.92,85
PROP-0484,Chicago,Townhouse,3,3.0,1875,2013,476000.0,253.87,15
PROP-0485,Miami,Townhouse,2,1.5,1041,1997,535000.0,513.93,100
PROP-0486,Boston,Single Family,2,1.5,998,1998,569000.0,570.14,57
PROP-0487,Seattle,Single Family,3,2.2,1567,2012,688000.0,439.06,120
PROP-0488,Phoenix,Condo,3,3.0,2236,2016,822000.0,367.62,46
PROP-0489,Miami,Multi-Family,3,2.2,2025,2005,913000.0,450.86,24
PROP-0490,Denver,Townhouse,3,3.0,2111,2015,948000.0,449.08,83
PROP-0491,Denver,Condo,2,1.5,1212,2017,468000.0,386.14,87
PROP-0492,Boston,Single Family,2,1.5,1003,2002,497000.0,495.51,86
PROP-0493,Boston,Single Family,5,3.8,2472,1975,1165000.0,471.28,43
PROP-0494,Denver,Multi-Family,2,1.5,1417,1982,556000.0,392.38,82
PROP-0495,Boston,Townhouse,3,3.0,2238,1983,1242000.0,554.96,70
PROP-0496,Phoenix,Multi-Family,4,4.0,2281,1999,782000.0,342.83,7
PROP-0497,Miami,Townhouse,1,0.8,546,2020,307000.0,562.27,51
PROP-0498,Austin,Townhouse,1,0.8,673,2023,234000.0,347.7,7
PROP-0499,Austin,Condo,5,5.0,3510,1997,1210000.0,344.73,107
PROP-0500,Phoenix,Condo,4,4.0,2890,2009,910000.0,314.88,54
PROP-0501,Boston,Townhouse,4,5.0,2481,1999,1226000.0,494.16,59
PROP-0502,Denver,Single Family,3,3.8,1968,2012,913000.0,463.92,46
PROP-0503,Miami,Condo,2,2.0,1014,2015,567000.0,559.17,84
PROP-0504,Miami,Townhouse,4,3.0,2351,2012,1437000.0,611.23,4
PROP-0505,Denver,Townhouse,3,2.2,1784,2019,877000.0,491.59,119
PROP-0506,Denver,Single Family,4,4.0,1941,2005,780000.0,401.85,76
PROP-0507,Phoenix,Townhouse,4,5.0,2802,1982,754000.0,269.09,31
PROP-0508,Phoenix,Townhouse,2,2.5,1023,2004,277000.0,270.77,75
PROP-0509,Chicago,Condo,1,1.0,509,2019,139000.0,273.08,30
PROP-0510,Austin,Townhouse,4,4.0,2129,2021,800000.0,375.76,47
PROP-0511,Phoenix,Single Family,4,3.0,2370,1996,691000.0,291.56,33
PROP-0512,Seattle,Single Family,4,3.0,2955,2008,1655000.0,560.07,115
PROP-0513,Phoenix,Condo,5,6.2,3273,1995,1038000.0,317.14,105
PROP-0514,Phoenix,Townhouse,1,1.2,494,1980,151000.0,305.67,96
PROP-0515,Seattle,Multi-Family,4,5.0,2704,2007,1307000.0,483.36,61
PROP-0516,Miami,Multi-Family,2,1.5,1245,2005,679000.0,545.38,37
PROP-0517,Seattle,Multi-Family,3,3.0,1894,1986,854000.0,450.9,5
PROP-0518,Miami,Condo,2,1.5,1319,1991,790000.0,598.94,101
PROP-0519,Phoenix,Condo,3,2.2,1353,1980,367000.0,271.25,52
PROP-0520,Boston,Multi-Family,3,2.2,1593,1989,901000.0,565.6,87
PROP-0521,Miami,Multi-Family,2,1.5,1486,1989,730000.0,491.25,30
PROP-0522,Boston,Multi-Family,4,5.0,2407,2009,1572000.0,653.1,86
PROP-0523,Miami,Condo,5,3.8,2452,1991,1163000.0,474.31,63
PROP-0524,Boston,Condo,5,5.0,3321,1980,1727000.0,520.02,67
PROP-0525,Seattle,Condo,3,2.2,1841,2019,758000.0,411.73,67
PROP-0526,Seattle,Condo,1,0.8,677,2019,345000.0,509.6,79
PROP-0527,Austin,Multi-Family,3,2.2,1756,2017,720000.0,410.02,72
PROP-0528,Chicago,Condo,3,2.2,1816,2017,524000.0,288.55,113
PROP-0529,Austin,Townhouse,3,3.0,2148,2002,949000.0,441.81,6
PROP-0530,Boston,Condo,4,3.0,2482,1977,1468000.0,591.46,83
PROP-0531,Austin,Single Family,4,3.0,2442,2013,896000.0,366.91,39
PROP-0532,Seattle,Condo,3,3.0,1393,1975,686000.0,492.46,89
PROP-0533,Miami,Condo,3,2.2,1794,1989,1089000.0,607.02,64
PROP-0534,Boston,Single Family,2,2.0,959,2009,582000.0,606.88,43
PROP-0535,Denver,Single Family,2,1.5,1462,1979,637000.0,435.7,103
PROP-0536,Austin,Condo,4,4.0,2837,1990,1033000.0,364.12,108
PROP-0537,Denver,Condo,2,1.5,1120,2007,414000.0,369.64,9
PROP-0538,Seattle,Condo,2,2.0,1286,2022,561000.0,436.24,82
PROP-0539,Chicago,Townhouse,2,1.5,992,2016,262000.0,264.11,79
PROP-0540,Chicago,Single Family,5,3.8,2521,1981,711000.0,282.03,93
PROP-0541,Seattle,Single Family,2,1.5,1496,1985,645000.0,431.15,31
PROP-0542,Austin,Townhouse,2,2.5,1130,1998,409000.0,361.95,91
PROP-0543,Phoenix,Townhouse,4,4.0,2998,1986,884000.0,294.86,43
PROP-0544,Chicago,Multi-Family,3,3.8,2009,1995,501000.0,249.38,28
PROP-0545,Denver,Multi-Family,2,1.5,904,1985,349000.0,386.06,37
PROP-0546,Austin,Townhouse,4,3.0,2001,1981,745000.0,372.31,116
PROP-0547,Austin,Townhouse,2,2.0,1397,2011,645000.0,461.7,9
PROP-0548,Miami,Multi-Family,3,3.8,2246,1975,1070000.0,476.4,22
PROP-0549,Chicago,Single Family,2,2.0,1475,2009,461000.0,312.54,13
PROP-0550,Boston,Townhouse,3,3.0,1597,2012,826000.0,517.22,117
PROP-0551,Phoenix,Multi-Family,2,1.5,1433,2008,503000.0,351.01,91
PROP-0552,Chicago,Single Family,3,3.0,1392,2002,452000.0,324.71,55
PROP-0553,Miami,Condo,3,3.0,1693,2002,845000.0,499.11,61
PROP-0554,Miami,Single Family,3,3.0,2113,2014,945000.0,447.23,119
PROP-0555,Boston,Multi-Family,5,3.8,3015,1983,1965000.0,651.74,77
PROP-0556,Seattle,Multi-Family,2,2.5,1181,1977,637000.0,539.37,31
PROP-0557,Austin,Condo,2,1.5,1298,2011,486000.0,374.42,119
PROP-0558,Chicago,Townhouse,3,3.0,1385,2006,422000.0,304.69,59
PROP-0559,Austin,Multi-Family,3,3.8,1379,1997,574000.0,416.24,94
PROP-0560,Austin,Townhouse,3,3.0,1510,2004,660000.0,437.09,6
PROP-0561,Miami,Single Family,3,3.8,1745,1976,868000.0,497.42,26
PROP-0562,Seattle,Townhouse,3,3.0,2104,2008,1130000.0,537.07,55
PROP-0563,Seattle,Townhouse,3,2.2,1679,1991,834000.0,496.72,15
PROP-0564,Denver,Condo,4,5.0,2976,1992,1351000.0,453.97,106
PROP-0565,Chicago,Townhouse,1,1.2,500,2023,146000.0,292.0,31
PROP-0566,Austin,Townhouse,1,0.8,724,1998,258000.0,356.35,61
PROP-0567,Austin,Condo,4,3.0,2367,2022,799000.0,337.56,71
PROP-0568,Denver,Single Family,4,3.0,2425,2002,1154000.0,475.88,82
PROP-0569,Austin,Multi-Family,3,3.8,1724,2021,740000.0,429.23,93
PROP-0570,Chicago,Condo,2,1.5,996,1977,242000.0,242.97,54
PROP-0571,Denver,Condo,1,0.8,595,1997,230000.0,386.55,49
PROP-0572,Austin,Townhouse,3,3.0,1423,2015,503000.0,353.48,94
PROP-0573,Phoenix,Single Family,3,3.8,1659,1998,613000.0,369.5,32
PROP-0574,Chicago,Townhouse,4,5.0,2701,2014,871000.0,322.47,59
PROP-0575,Chicago,Multi-Family,3,3.8,2019,1998,491000.0,243.19,93
PROP-0576,Miami,Townhouse,4,3.0,2241,1984,1157000.0,516.29,4
PROP-0577,Boston,Townhouse,4,3.0,2620,1983,1594000.0,608.4,95
PROP-0578,Chicago,Townhouse,4,5.0,2589,1989,642000.0,247.97,91
PROP-0579,Miami,Single Family,4,3.0,2527,1976,1524000.0,603.09,34
PROP-0580,Boston,Multi-Family,5,5.0,3257,1984,1986000.0,609.76,22
PROP-0581,Seattle,Single Family,2,1.5,1030,1985,549000.0,533.01,50
PROP-0582,Miami,Condo,3,3.0,1522,2019,873000.0,573.59,103
PROP-0583,Phoenix,Multi-Family,2,1.5,1162,1977,357000.0,307.23,28
PROP-0584,Miami,Multi-Family,5,3.8,3524,1984,2176000.0,617.48,74
PROP-0585,Denver,Single Family,3,3.0,1357,1999,503000.0,370.67,114
PROP-0586,Miami,Multi-Family,4,5.0,2133,2004,1313000.0,615.56,72
PROP-0587,Boston,Multi-Family,3,2.2,2070,2019,1013000.0,489.37,112
PROP-0588,Chicago,Single Family,3,2.2,1705,1994,496000.0,290.91,22
PROP-0589,Chicago,Single Family,3,3.0,1748,1986,527000.0,301.49,99
PROP-0590,Austin,Condo,2,2.0,1341,1993,548000.0,408.65,100
PROP-0591,Denver,Multi-Family,2,1.5,1261,1983,528000.0,418.72,63
PROP-0592,Boston,Single Family,2,1.5,999,1999,467000.0,467.47,74
PROP-0593,Austin,Single Family,4,3.0,2254,1994,871000.0,386.42,112
PROP-0594,Austin,Townhouse,2,1.5,1176,2004,539000.0,458.33,22
PROP-0595,Seattle,Multi-Family,4,3.0,2560,1994,1329000.0,519.14,65
PROP-0596,Chicago,Multi-Family,2,2.5,1419,1981,395000.0,278.37,5
PROP-0597,Chicago,Townhouse,4,4.0,2220,2023,707000.0,318.47,24
PROP-0598,Austin,Townhouse,1,1.2,457,2008,156000.0,341.36,91
PROP-0599,Phoenix,Condo,2,2.0,1221,1980,325000.0,266.18,31
PROP-0600,Miami,Multi-Family,2,2.5,1196,1977,650000.0,543.48,13
